0.40 -6.53611E+06
0.50 6.38228E+06
0.60 1.31083E+07
0.70 2.0655E+07
0.80 2.84549E+07
0.90 3.62813E+07
1.00 4.40342E+07
1.10 5.16585E+07
1.20 5.90795E+07
1.30 6.51751E+07
1.40 6.70024E+07
1.50 6.72783E+07
1.60 6.73209E+07
1.70 6.73314E+07
1.80 6.73383E+07
