0.40 -5.1226E+06
0.50 5.11761E+06
0.60 1.09687E+07
0.70 1.76394E+07
0.80 2.45723E+07
0.90 3.15438E+07
1.00 3.84568E+07
1.10 4.52623E+07
1.20 5.22591E+07
1.30 5.91947E+07
1.40 6.17072E+07
1.50 6.23801E+07
1.60 6.26507E+07
1.70 6.27961E+07
1.80 6.28878E+07
